timestamp,timestamp,id,tick_type,exchange,price,size
2021-06-23 13:48:52.397000+00:00,2021-06-23 13:48:52.397000+00:00,62,T,FINRA,1.195,24
2021-06-23 13:48:52.397000+00:00,2021-06-23 13:48:52.397000+00:00,63,T,FINRA,1.195,56
2021-06-23 13:48:52.398000+00:00,2021-06-23 13:48:52.398000+00:00,15,T,FINRA,1.1999,1800
2021-06-23 13:48:53.331000+00:00,2021-06-23 13:48:53.331000+00:00,64,T,FINRA,1.195,51
2021-06-23 13:48:53.334000+00:00,2021-06-23 13:48:53.334000+00:00,65,T,FINRA,1.195,100
2021-06-23 13:48:53.335000+00:00,2021-06-23 13:48:53.335000+00:00,66,T,FINRA,1.195,100
2021-06-23 13:49:00.848000+00:00,2021-06-23 13:49:00.848000+00:00,67,T,FINRA,1.19,1
2021-06-23 13:49:02.723933+00:00,2021-06-23 13:49:02.723933+00:00,3,T,EDGA,1.19,100
2021-06-23 13:49:02.724000+00:00,2021-06-23 13:49:02.724000+00:00,71,T,FINRA,1.192,1200
2021-06-23 13:49:02.724203+00:00,2021-06-23 13:49:02.724203+00:00,4,T,EDGA,1.2,100
2021-06-23 13:49:02.724339+00:00,2021-06-23 13:49:02.724339+00:00,10,T,BATS,1.2,228
2021-06-23 13:49:02.724407887+00:00,2021-06-23 13:49:02.724407887+00:00,30,T,NASDAQ_FUTURES,1.2,100
2021-06-23 13:49:02.724429568+00:00,2021-06-23 13:49:02.724429568+00:00,16,T,Arca,1.2,10
2021-06-23 13:49:02.726000+00:00,2021-06-23 13:49:02.726000+00:00,68,T,FINRA,1.2,100
2021-06-23 13:49:02.728000+00:00,2021-06-23 13:49:02.728000+00:00,69,T,FINRA,1.2,100
2021-06-23 13:49:02.730000+00:00,2021-06-23 13:49:02.730000+00:00,70,T,FINRA,1.2,49
2021-06-23 13:50:34.841147+00:00,2021-06-23 13:50:34.841147+00:00,26,T,EDGX,1.2,11
2021-06-23 13:50:37.620000+00:00,2021-06-23 13:50:37.620000+00:00,72,T,FINRA,1.2,200
2021-06-23 13:50:37.639161+00:00,2021-06-23 13:50:37.639161+00:00,27,T,EDGX,1.2,2489
2021-06-23 13:50:37.639298688+00:00,2021-06-23 13:50:37.639298688+00:00,31,T,NASDAQ_FUTURES,1.2,100
2021-06-23 13:50:37.641000+00:00,2021-06-23 13:50:37.641000+00:00,73,T,FINRA,1.2,1000
2021-06-23 13:50:41.258000+00:00,2021-06-23 13:50:41.258000+00:00,74,T,FINRA,1.21,100
2021-06-23 13:50:41.276789+00:00,2021-06-23 13:50:41.276789+00:00,28,T,EDGX,1.21,197
2021-06-23 13:50:41.276789+00:00,2021-06-23 13:50:41.276789+00:00,29,T,EDGX,1.21,28
2021-06-23 13:50:41.276789+00:00,2021-06-23 13:50:41.276789+00:00,30,T,EDGX,1.21,575
2021-06-23 13:50:41.276909+00:00,2021-06-23 13:50:41.276909+00:00,31,T,EDGX,1.21,425
2021-06-23 13:50:41.276929786+00:00,2021-06-23 13:50:41.276929786+00:00,32,T,NASDAQ_FUTURES,1.21,100
2021-06-23 13:50:41.276969891+00:00,2021-06-23 13:50:41.276969891+00:00,33,T,NASDAQ_FUTURES,1.21,100
2021-06-23 13:50:41.277000192+00:00,2021-06-23 13:50:41.277000192+00:00,17,T,Arca,1.21,39
2021-06-23 13:50:41.277000192+00:00,2021-06-23 13:50:41.277000192+00:00,18,T,Arca,1.21,10
2021-06-23 13:50:45.227000+00:00,2021-06-23 13:50:45.227000+00:00,75,T,FINRA,1.21,100
2021-06-23 13:50:45.236000+00:00,2021-06-23 13:50:45.236000+00:00,76,T,FINRA,1.21,100
2021-06-23 13:50:48.942908448+00:00,2021-06-23 13:50:48.942908448+00:00,34,T,NASDAQ_FUTURES,1.21,100
2021-06-23 13:50:48.942908448+00:00,2021-06-23 13:50:48.942908448+00:00,35,T,NASDAQ_FUTURES,1.21,500
2021-06-23 13:51:01.423751+00:00,2021-06-23 13:51:01.423751+00:00,6,T,BYX,1.2,9
2021-06-23 13:51:01.423754+00:00,2021-06-23 13:51:01.423754+00:00,32,T,EDGX,1.2,300
2021-06-23 13:51:01.423759+00:00,2021-06-23 13:51:01.423759+00:00,11,T,BATS,1.2,300
2021-06-23 13:51:01.423759+00:00,2021-06-23 13:51:01.423759+00:00,12,T,BATS,1.2,100
2021-06-23 13:51:01.423759+00:00,2021-06-23 13:51:01.423759+00:00,13,T,BATS,1.2,200
2021-06-23 13:51:01.423928320+00:00,2021-06-23 13:51:01.423928320+00:00,19,T,Arca,1.2,300
2021-06-23 13:51:01.423928320+00:00,2021-06-23 13:51:01.423928320+00:00,20,T,Arca,1.2,100
2021-06-23 13:51:01.423928320+00:00,2021-06-23 13:51:01.423928320+00:00,21,T,Arca,1.2,100
2021-06-23 13:51:01.424093680+00:00,2021-06-23 13:51:01.424093680+00:00,36,T,NASDAQ_FUTURES,1.2,200
2021-06-23 13:51:01.424093680+00:00,2021-06-23 13:51:01.424093680+00:00,37,T,NASDAQ_FUTURES,1.2,100
2021-06-23 13:51:19.046990755+00:00,2021-06-23 13:51:19.046990755+00:00,38,T,NASDAQ_FUTURES,1.2,150
2021-06-23 13:51:19.047000+00:00,2021-06-23 13:51:19.047000+00:00,77,T,FINRA,1.1999,150
2021-06-23 13:51:19.047013533+00:00,2021-06-23 13:51:19.047013533+00:00,39,T,NASDAQ_FUTURES,1.2,1141
2021-06-23 13:52:19.574634+00:00,2021-06-23 13:52:19.574634+00:00,33,T,EDGX,1.19,80
2021-06-23 13:52:19.574912871+00:00,2021-06-23 13:52:19.574912871+00:00,5,T,IEX,1.19,100
2021-06-23 13:52:19.574913024+00:00,2021-06-23 13:52:19.574913024+00:00,22,T,Arca,1.19,1600
2021-06-23 13:52:19.574913024+00:00,2021-06-23 13:52:19.574913024+00:00,23,T,Arca,1.19,300
2021-06-23 13:52:19.574941952+00:00,2021-06-23 13:52:19.574941952+00:00,2,T,NYSE,1.19,400
2021-06-23 13:52:25.773000+00:00,2021-06-23 13:52:25.773000+00:00,78,T,FINRA,1.195,4700
2021-06-23 13:52:29.629000+00:00,2021-06-23 13:52:29.629000+00:00,79,T,FINRA,1.1901,89
2021-06-23 13:52:46.040000+00:00,2021-06-23 13:52:46.040000+00:00,80,T,FINRA,1.1978,4350
2021-06-23 13:53:28.506698752+00:00,2021-06-23 13:53:28.506698752+00:00,1,T,NSX,1.19,100
2021-06-23 13:53:31.275000+00:00,2021-06-23 13:53:31.275000+00:00,81,T,FINRA,1.1901,100
2021-06-23 13:53:31.278000+00:00,2021-06-23 13:53:31.278000+00:00,82,T,FINRA,1.1901,100
2021-06-23 13:53:31.279000+00:00,2021-06-23 13:53:31.279000+00:00,83,T,FINRA,1.1901,100
2021-06-23 13:53:31.338000+00:00,2021-06-23 13:53:31.338000+00:00,84,T,FINRA,1.1901,300
2021-06-23 13:53:31.348597049+00:00,2021-06-23 13:53:31.348597049+00:00,40,T,NASDAQ_FUTURES,1.19,50
2021-06-23 13:53:31.348597049+00:00,2021-06-23 13:53:31.348597049+00:00,41,T,NASDAQ_FUTURES,1.19,250
2021-06-23 13:53:31.447999623+00:00,2021-06-23 13:53:31.447999623+00:00,42,T,NASDAQ_FUTURES,1.19,250
2021-06-23 13:53:31.447999623+00:00,2021-06-23 13:53:31.447999623+00:00,43,T,NASDAQ_FUTURES,1.19,50
2021-06-23 13:53:31.684000+00:00,2021-06-23 13:53:31.684000+00:00,85,T,FINRA,1.1901,100
2021-06-23 13:53:31.689000+00:00,2021-06-23 13:53:31.689000+00:00,86,T,FINRA,1.195,200
2021-06-23 13:53:31.847712258+00:00,2021-06-23 13:53:31.847712258+00:00,44,T,NASDAQ_FUTURES,1.19,300
2021-06-23 13:53:31.853000+00:00,2021-06-23 13:53:31.853000+00:00,87,T,FINRA,1.1901,100
2021-06-23 13:54:05.261000+00:00,2021-06-23 13:54:05.261000+00:00,16,T,FINRA,1.1943,10
2021-06-23 13:54:28.510000+00:00,2021-06-23 13:54:28.510000+00:00,7,T,BYX,1.19,100
2021-06-23 13:55:01.334413+00:00,2021-06-23 13:55:01.334413+00:00,34,T,EDGX,1.19,100
2021-06-23 13:55:01.334413+00:00,2021-06-23 13:55:01.334413+00:00,35,T,EDGX,1.19,100
2021-06-23 13:55:01.334421+00:00,2021-06-23 13:55:01.334421+00:00,14,T,BATS,1.19,695
2021-06-23 13:55:01.334496075+00:00,2021-06-23 13:55:01.334496075+00:00,45,T,NASDAQ_FUTURES,1.19,650
2021-06-23 13:55:01.334496075+00:00,2021-06-23 13:55:01.334496075+00:00,46,T,NASDAQ_FUTURES,1.19,10
2021-06-23 13:55:01.334496075+00:00,2021-06-23 13:55:01.334496075+00:00,47,T,NASDAQ_FUTURES,1.19,100
